ID,Device ID,Scent,Session ID,Phase,Timestamp,Sensor 0,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Ethanol,CoH2,VocRaw,NoxRaw,Predicted Scent,Confidence,Created At
26,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:15:22 GMT+0100 (Central European Standard Time),21.03,53.05,,22.69,624,296,572,430,29200,14284,no_scent,0.54,Mon Mar 09 2026 13:15:23 GMT+0100 (Central European Standard Time)
27,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:15:26 GMT+0100 (Central European Standard Time),21.03,53.05,,22.69,624,296,572,430,29200,14284,no_scent,0.54,Mon Mar 09 2026 13:15:27 GMT+0100 (Central European Standard Time)
28,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:15:30 GMT+0100 (Central European Standard Time),21.03,53.05,,22.69,624,296,572,430,29200,14284,no_scent,0.54,Mon Mar 09 2026 13:15:31 GMT+0100 (Central European Standard Time)
29,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:15:34 GMT+0100 (Central European Standard Time),21.03,53.05,,22.69,624,296,572,430,29200,14284,no_scent,0.54,Mon Mar 09 2026 13:15:35 GMT+0100 (Central European Standard Time)
30,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:15:38 GMT+0100 (Central European Standard Time),21.03,53.05,,22.69,624,296,572,430,29200,14284,no_scent,0.54,Mon Mar 09 2026 13:15:39 GMT+0100 (Central European Standard Time)
31,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:15:43 GMT+0100 (Central European Standard Time),21.03,53.05,,22.69,624,296,572,430,29200,14284,no_scent,0.54,Mon Mar 09 2026 13:15:44 GMT+0100 (Central European Standard Time)
32,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:15:59 GMT+0100 (Central European Standard Time),20.97,52.9,,21.73,621,294,567,430,29206,14262,no_scent,0.54,Mon Mar 09 2026 13:16:00 GMT+0100 (Central European Standard Time)
33,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:16:04 GMT+0100 (Central European Standard Time),20.97,52.9,,21.73,621,294,567,430,29206,14262,no_scent,0.54,Mon Mar 09 2026 13:16:05 GMT+0100 (Central European Standard Time)
34,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:16:08 GMT+0100 (Central European Standard Time),20.97,52.9,,21.73,621,294,567,430,29206,14262,no_scent,0.54,Mon Mar 09 2026 13:16:09 GMT+0100 (Central European Standard Time)
35,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:16:12 GMT+0100 (Central European Standard Time),20.97,52.9,,21.73,621,294,567,430,29206,14262,no_scent,0.54,Mon Mar 09 2026 13:16:13 GMT+0100 (Central European Standard Time)
36,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:16:16 GMT+0100 (Central European Standard Time),20.97,52.9,,21.73,621,294,567,430,29206,14262,no_scent,0.54,Mon Mar 09 2026 13:16:17 GMT+0100 (Central European Standard Time)
37,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:16:20 GMT+0100 (Central European Standard Time),20.97,52.9,,21.73,621,294,567,430,29206,14262,no_scent,0.54,Mon Mar 09 2026 13:16:21 GMT+0100 (Central European Standard Time)
38,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:16:25 GMT+0100 (Central European Standard Time),20.97,52.9,,21.73,621,294,567,430,29206,14262,no_scent,0.54,Mon Mar 09 2026 13:16:26 GMT+0100 (Central European Standard Time)
39,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:16:29 GMT+0100 (Central European Standard Time),20.95,52.93,,21.08,619,292,564,430,29185,14249,no_scent,0.54,Mon Mar 09 2026 13:16:30 GMT+0100 (Central European Standard Time)
40,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:16:39 GMT+0100 (Central European Standard Time),20.95,52.93,,21.08,619,292,564,430,29185,14249,no_scent,0.54,Mon Mar 09 2026 13:16:40 GMT+0100 (Central European Standard Time)
41,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:16:43 GMT+0100 (Central European Standard Time),20.95,52.93,,21.08,619,292,564,430,29185,14249,no_scent,0.54,Mon Mar 09 2026 13:16:44 GMT+0100 (Central European Standard Time)
42,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:16:48 GMT+0100 (Central European Standard Time),20.95,52.93,,21.08,619,292,564,430,29185,14249,no_scent,0.54,Mon Mar 09 2026 13:16:49 GMT+0100 (Central European Standard Time)
43,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:16:52 GMT+0100 (Central European Standard Time),20.95,52.93,,21.08,619,292,564,430,29185,14249,no_scent,0.54,Mon Mar 09 2026 13:16:53 GMT+0100 (Central European Standard Time)
44,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:16:56 GMT+0100 (Central European Standard Time),20.95,52.93,,21.08,619,292,564,430,29185,14249,no_scent,0.54,Mon Mar 09 2026 13:16:57 GMT+0100 (Central European Standard Time)
45,EnoseDevice001,no_scent,20260309_1313_session_01,recovery,Mon Mar 09 2026 13:19:57 GMT+0100 (Central European Standard Time),20.97,52.83,,23.81,611,289,555,433,29256,14237,no_scent,1.0,Mon Mar 09 2026 13:19:58 GMT+0100 (Central European Standard Time)
46,EnoseDevice001,no_scent,20260309_1313_session_01,recovery,Mon Mar 09 2026 13:20:01 GMT+0100 (Central European Standard Time),20.97,52.83,,23.81,611,289,555,433,29256,14237,no_scent,0.54,Mon Mar 09 2026 13:20:02 GMT+0100 (Central European Standard Time)
47,EnoseDevice001,no_scent,20260309_1313_session_01,recovery,Mon Mar 09 2026 13:20:05 GMT+0100 (Central European Standard Time),20.97,52.83,,23.81,611,289,555,433,29256,14237,no_scent,0.54,Mon Mar 09 2026 13:20:06 GMT+0100 (Central European Standard Time)
48,EnoseDevice001,no_scent,20260309_1313_session_01,recovery,Mon Mar 09 2026 13:20:10 GMT+0100 (Central European Standard Time),20.97,52.83,,23.81,611,289,555,433,29256,14237,no_scent,0.54,Mon Mar 09 2026 13:20:10 GMT+0100 (Central European Standard Time)
49,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:20:53 GMT+0100 (Central European Standard Time),20.98,52.76,,22.55,607,287,550,433,29226,14221,no_scent,1.0,Mon Mar 09 2026 13:20:54 GMT+0100 (Central European Standard Time)
50,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:20:58 GMT+0100 (Central European Standard Time),20.98,52.76,,22.55,607,287,550,433,29226,14221,no_scent,0.56,Mon Mar 09 2026 13:20:59 GMT+0100 (Central European Standard Time)
51,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:21:02 GMT+0100 (Central European Standard Time),20.98,52.76,,22.55,607,287,550,433,29226,14221,no_scent,0.56,Mon Mar 09 2026 13:21:03 GMT+0100 (Central European Standard Time)
52,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:21:06 GMT+0100 (Central European Standard Time),20.98,52.76,,22.55,607,287,550,433,29226,14221,no_scent,0.56,Mon Mar 09 2026 13:21:07 GMT+0100 (Central European Standard Time)
53,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:21:10 GMT+0100 (Central European Standard Time),20.98,52.76,,22.55,607,287,550,433,29226,14221,no_scent,0.56,Mon Mar 09 2026 13:21:11 GMT+0100 (Central European Standard Time)
54,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:21:14 GMT+0100 (Central European Standard Time),20.98,52.76,,22.55,607,287,550,433,29226,14221,no_scent,0.56,Mon Mar 09 2026 13:21:15 GMT+0100 (Central European Standard Time)
55,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:21:19 GMT+0100 (Central European Standard Time),20.98,52.76,,22.55,607,287,550,433,29226,14221,no_scent,0.56,Mon Mar 09 2026 13:21:19 GMT+0100 (Central European Standard Time)
56,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:21:23 GMT+0100 (Central European Standard Time),20.98,52.76,,22.55,607,287,550,433,29226,14221,no_scent,0.56,Mon Mar 09 2026 13:21:24 GMT+0100 (Central European Standard Time)
57,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:21:27 GMT+0100 (Central European Standard Time),20.98,52.76,,22.55,607,287,550,433,29226,14221,no_scent,0.56,Mon Mar 09 2026 13:21:28 GMT+0100 (Central European Standard Time)
58,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:21:31 GMT+0100 (Central European Standard Time),20.98,52.76,,22.55,607,287,550,433,29226,14221,no_scent,0.56,Mon Mar 09 2026 13:21:32 GMT+0100 (Central European Standard Time)
59,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:21:35 GMT+0100 (Central European Standard Time),21.0,52.77,,22.15,606,288,547,434,29279,14215,no_scent,0.56,Mon Mar 09 2026 13:21:36 GMT+0100 (Central European Standard Time)
60,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:21:39 GMT+0100 (Central European Standard Time),21.0,52.77,,22.15,606,288,547,434,29279,14215,no_scent,0.56,Mon Mar 09 2026 13:21:40 GMT+0100 (Central European Standard Time)
61,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:21:44 GMT+0100 (Central European Standard Time),21.0,52.77,,22.15,606,288,547,434,29279,14215,no_scent,0.56,Mon Mar 09 2026 13:21:44 GMT+0100 (Central European Standard Time)
62,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:21:48 GMT+0100 (Central European Standard Time),21.0,52.77,,22.15,606,288,547,434,29279,14215,no_scent,0.56,Mon Mar 09 2026 13:21:49 GMT+0100 (Central European Standard Time)
63,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:21:52 GMT+0100 (Central European Standard Time),21.0,52.77,,22.15,606,288,547,434,29279,14215,no_scent,0.56,Mon Mar 09 2026 13:21:53 GMT+0100 (Central European Standard Time)
64,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:21:56 GMT+0100 (Central European Standard Time),21.0,52.77,,22.15,606,288,547,434,29279,14215,no_scent,0.56,Mon Mar 09 2026 13:21:57 GMT+0100 (Central European Standard Time)
65,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:22:00 GMT+0100 (Central European Standard Time),21.0,52.77,,22.15,606,288,547,434,29279,14215,no_scent,0.56,Mon Mar 09 2026 13:22:01 GMT+0100 (Central European Standard Time)
66,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:22:04 GMT+0100 (Central European Standard Time),21.0,52.77,,22.15,606,288,547,434,29279,14215,no_scent,0.56,Mon Mar 09 2026 13:22:05 GMT+0100 (Central European Standard Time)
67,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:22:08 GMT+0100 (Central European Standard Time),20.99,52.74,,22.6,605,286,547,435,29283,14205,no_scent,0.56,Mon Mar 09 2026 13:22:09 GMT+0100 (Central European Standard Time)
68,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:22:13 GMT+0100 (Central European Standard Time),20.99,52.74,,22.6,605,286,547,435,29283,14205,no_scent,0.56,Mon Mar 09 2026 13:22:14 GMT+0100 (Central European Standard Time)
69,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:22:17 GMT+0100 (Central European Standard Time),20.99,52.74,,22.6,605,286,547,435,29283,14205,no_scent,0.56,Mon Mar 09 2026 13:22:18 GMT+0100 (Central European Standard Time)
70,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:22:21 GMT+0100 (Central European Standard Time),20.99,52.74,,22.6,605,286,547,435,29283,14205,no_scent,0.56,Mon Mar 09 2026 13:22:22 GMT+0100 (Central European Standard Time)
71,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:22:25 GMT+0100 (Central European Standard Time),20.99,52.74,,22.6,605,286,547,435,29283,14205,no_scent,0.56,Mon Mar 09 2026 13:22:26 GMT+0100 (Central European Standard Time)
72,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:22:29 GMT+0100 (Central European Standard Time),20.99,52.74,,22.6,605,286,547,435,29283,14205,no_scent,0.56,Mon Mar 09 2026 13:22:30 GMT+0100 (Central European Standard Time)
73,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:22:33 GMT+0100 (Central European Standard Time),20.99,52.74,,22.6,605,286,547,435,29283,14205,no_scent,0.56,Mon Mar 09 2026 13:22:34 GMT+0100 (Central European Standard Time)
74,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:22:38 GMT+0100 (Central European Standard Time),20.99,52.74,,22.6,605,286,547,435,29283,14205,no_scent,0.56,Mon Mar 09 2026 13:22:39 GMT+0100 (Central European Standard Time)
75,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:22:42 GMT+0100 (Central European Standard Time),20.99,52.74,,22.6,605,286,547,435,29283,14205,no_scent,0.56,Mon Mar 09 2026 13:22:43 GMT+0100 (Central European Standard Time)
76,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:22:46 GMT+0100 (Central European Standard Time),20.99,52.74,,22.6,605,286,547,435,29283,14205,no_scent,0.56,Mon Mar 09 2026 13:22:47 GMT+0100 (Central European Standard Time)
77,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:22:50 GMT+0100 (Central European Standard Time),20.98,52.69,,22.43,603,286,544,434,29306,14198,no_scent,0.56,Mon Mar 09 2026 13:22:51 GMT+0100 (Central European Standard Time)
78,EnoseDevice001,no_scent,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:22:54 GMT+0100 (Central European Standard Time),20.98,52.69,,22.43,603,286,544,434,29306,14198,no_scent,0.56,Mon Mar 09 2026 13:22:55 GMT+0100 (Central European Standard Time)
79,EnoseDevice001,no_scent,20260309_1313_session_01,recovery,Mon Mar 09 2026 13:25:56 GMT+0100 (Central European Standard Time),21.02,52.61,,24.91,598,284,537,435,29318,14183,no_scent,1.0,Mon Mar 09 2026 13:25:57 GMT+0100 (Central European Standard Time)
80,EnoseDevice001,no_scent,20260309_1313_session_01,recovery,Mon Mar 09 2026 13:26:09 GMT+0100 (Central European Standard Time),21.01,52.64,,25.92,598,283,537,434,29279,14180,no_scent,0.56,Mon Mar 09 2026 13:26:10 GMT+0100 (Central European Standard Time)
81,EnoseDevice001,no_scent,20260309_1313_session_01,recovery,Mon Mar 09 2026 13:26:14 GMT+0100 (Central European Standard Time),21.01,52.64,,25.92,598,283,537,434,29279,14180,no_scent,0.56,Mon Mar 09 2026 13:26:14 GMT+0100 (Central European Standard Time)
82,EnoseDevice001,no_scent,20260309_1313_session_01,recovery,Mon Mar 09 2026 13:26:18 GMT+0100 (Central European Standard Time),21.01,52.64,,25.92,598,283,537,434,29279,14180,no_scent,0.56,Mon Mar 09 2026 13:26:19 GMT+0100 (Central European Standard Time)
83,EnoseDevice001,no_scent,20260309_1313_session_01,recovery,Mon Mar 09 2026 13:26:22 GMT+0100 (Central European Standard Time),21.01,52.64,,25.92,598,283,537,434,29279,14180,no_scent,0.56,Mon Mar 09 2026 13:26:23 GMT+0100 (Central European Standard Time)
84,EnoseDevice001,no_scent,20260309_1313_session_01,recovery,Mon Mar 09 2026 13:26:26 GMT+0100 (Central European Standard Time),21.01,52.64,,25.92,598,283,537,434,29279,14180,no_scent,0.56,Mon Mar 09 2026 13:26:27 GMT+0100 (Central European Standard Time)
85,EnoseDevice001,no_scent,20260309_1313_session_01,recovery,Mon Mar 09 2026 13:26:30 GMT+0100 (Central European Standard Time),21.01,52.64,,25.92,598,283,537,434,29279,14180,no_scent,0.56,Mon Mar 09 2026 13:26:31 GMT+0100 (Central European Standard Time)
86,EnoseDevice001,sweet_orange,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:28:11 GMT+0100 (Central European Standard Time),21.04,52.4,,23.88,595,282,532,430,29317,14168,no_scent,0.56,Mon Mar 09 2026 13:28:12 GMT+0100 (Central European Standard Time)
87,EnoseDevice001,sweet_orange,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:28:15 GMT+0100 (Central European Standard Time),21.04,52.4,,23.88,595,282,532,430,29317,14168,no_scent,0.56,Mon Mar 09 2026 13:28:16 GMT+0100 (Central European Standard Time)
88,EnoseDevice001,sweet_orange,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:28:20 GMT+0100 (Central European Standard Time),21.04,52.4,,23.88,595,282,532,430,29317,14168,no_scent,0.56,Mon Mar 09 2026 13:28:21 GMT+0100 (Central European Standard Time)
89,EnoseDevice001,sweet_orange,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:28:24 GMT+0100 (Central European Standard Time),21.21,52.63,,22.24,858,853,830,705,29304,14184,gingerbread,0.57,Mon Mar 09 2026 13:28:25 GMT+0100 (Central European Standard Time)
90,EnoseDevice001,sweet_orange,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:28:28 GMT+0100 (Central European Standard Time),21.21,52.63,,22.24,858,853,830,705,29304,14184,gingerbread,0.57,Mon Mar 09 2026 13:28:29 GMT+0100 (Central European Standard Time)
91,EnoseDevice001,sweet_orange,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:28:32 GMT+0100 (Central European Standard Time),21.21,52.63,,22.24,858,853,830,705,29304,14184,no_scent,1.0,Mon Mar 09 2026 13:28:33 GMT+0100 (Central European Standard Time)
92,EnoseDevice001,sweet_orange,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:28:36 GMT+0100 (Central European Standard Time),21.21,52.63,,22.24,858,853,830,705,29304,14184,gingerbread,0.57,Mon Mar 09 2026 13:28:37 GMT+0100 (Central European Standard Time)
93,EnoseDevice001,sweet_orange,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:28:41 GMT+0100 (Central European Standard Time),21.21,52.63,,22.24,858,853,830,705,29304,14184,gingerbread,0.57,Mon Mar 09 2026 13:28:42 GMT+0100 (Central European Standard Time)
94,EnoseDevice001,sweet_orange,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:28:45 GMT+0100 (Central European Standard Time),21.21,52.63,,22.24,858,853,830,705,29304,14184,no_scent,1.0,Mon Mar 09 2026 13:28:46 GMT+0100 (Central European Standard Time)
95,EnoseDevice001,sweet_orange,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:28:49 GMT+0100 (Central European Standard Time),21.21,52.63,,22.24,858,853,830,705,29304,14184,gingerbread,0.57,Mon Mar 09 2026 13:28:50 GMT+0100 (Central European Standard Time)
96,EnoseDevice001,sweet_orange,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:28:53 GMT+0100 (Central European Standard Time),21.21,52.63,,22.24,858,853,830,705,29304,14184,gingerbread,0.57,Mon Mar 09 2026 13:28:54 GMT+0100 (Central European Standard Time)
97,EnoseDevice001,sweet_orange,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:28:57 GMT+0100 (Central European Standard Time),21.21,52.63,,22.24,858,853,830,705,29304,14184,no_scent,1.0,Mon Mar 09 2026 13:28:58 GMT+0100 (Central European Standard Time)
98,EnoseDevice001,sweet_orange,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:29:08 GMT+0100 (Central European Standard Time),21.32,53.39,,21.34,930,925,892,746,29306,14214,gingerbread,0.42,Mon Mar 09 2026 13:29:09 GMT+0100 (Central European Standard Time)
99,EnoseDevice001,sweet_orange,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:29:12 GMT+0100 (Central European Standard Time),21.32,53.39,,21.34,930,925,892,746,29306,14214,gingerbread,0.42,Mon Mar 09 2026 13:29:13 GMT+0100 (Central European Standard Time)
100,EnoseDevice001,sweet_orange,20260309_1313_session_01,exposure,Mon Mar 09 2026 13:29:58 GMT+0100 (Central European Standard Time),21.4,52.78,,20.7,879,805,785,522,29362,14191,no_scent,1.0,Mon Mar 09 2026 13:29:59 GMT+0100 (Central European Standard Time)
101,EnoseDevice001,no_scent,20260309_1313_session_01,recovery,Mon Mar 09 2026 13:32:59 GMT+0100 (Central European Standard Time),20.89,48.45,,23.45,669,414,561,369,29426,13958,no_scent,1.0,Mon Mar 09 2026 13:33:00 GMT+0100 (Central European Standard Time)
102,EnoseDevice001,no_scent,20260309_1313_session_01,recovery,Mon Mar 09 2026 13:33:04 GMT+0100 (Central European Standard Time),20.89,48.45,,23.45,669,414,561,369,29426,13958,gingerbread,0.48,Mon Mar 09 2026 13:33:05 GMT+0100 (Central European Standard Time)
103,EnoseDevice001,no_scent,20260309_1313_session_01,recovery,Mon Mar 09 2026 13:33:08 GMT+0100 (Central European Standard Time),20.89,48.45,,23.45,669,414,561,369,29426,13958,gingerbread,0.48,Mon Mar 09 2026 13:33:09 GMT+0100 (Central European Standard Time)
104,EnoseDevice001,no_scent,20260309_1313_session_01,recovery,Mon Mar 09 2026 13:33:12 GMT+0100 (Central European Standard Time),20.89,48.45,,23.45,669,414,561,369,29426,13958,no_scent,1.0,Mon Mar 09 2026 13:33:13 GMT+0100 (Central European Standard Time)
105,EnoseDevice001,no_scent,20260309_1313_session_01,recovery,Mon Mar 09 2026 13:33:19 GMT+0100 (Central European Standard Time),20.74,47.49,,23.35,648,384,544,338,29445,13893,no_scent,1.0,Mon Mar 09 2026 13:33:20 GMT+0100 (Central European Standard Time)
106,EnoseDevice001,no_scent,20260309_1313_session_01,recovery,Mon Mar 09 2026 13:33:23 GMT+0100 (Central European Standard Time),20.68,46.2,,25.27,644,379,541,339,29471,13851,no_scent,1.0,Mon Mar 09 2026 13:33:24 GMT+0100 (Central European Standard Time)
107,EnoseDevice001,no_scent,20260309_1313_session_01,recovery,Mon Mar 09 2026 13:33:28 GMT+0100 (Central European Standard Time),20.68,46.2,,25.27,644,379,541,339,29471,13851,gingerbread,0.48,Mon Mar 09 2026 13:33:29 GMT+0100 (Central European Standard Time)
108,EnoseDevice001,no_scent,20260309_1313_session_01,recovery,Mon Mar 09 2026 13:33:32 GMT+0100 (Central European Standard Time),20.68,46.2,,25.27,644,379,541,339,29471,13851,gingerbread,0.48,Mon Mar 09 2026 13:33:33 GMT+0100 (Central European Standard Time)
109,EnoseDevice001,no_scent,20260309_1313_session_01,recovery,Mon Mar 09 2026 13:33:36 GMT+0100 (Central European Standard Time),20.68,46.2,,25.27,644,379,541,339,29471,13851,no_scent,1.0,Mon Mar 09 2026 13:33:37 GMT+0100 (Central European Standard Time)
